Company,County,Distress tier (1 is highest),Primary address,Other counties,Award date,Program,Status,Announced new jobs,Actual new jobs,Projected award,Awarded to date,Grant term (days),Elapsed days,Minimum new jobs,Minimum retained jobs,Actual retained jobs,Minimum average wage,Actual average wage,Announced wage,Investment required,Actual investment,count-project,count-grant,lat,lng,conf
Eaton Corp,Person&nbsp;County,2,"2564 Durham Road, Roxboro, NC 27573-6172",,2/21/11,JDIG,Active,120,51,"$957,100 ","$42,457 ","1,460",679,108,201,201,"$32,288 ","$48,690 ","$35,875 ","$20,970,000 ",$0 ,1,1,36.378396,-78.98337,1
Eaton Corp,Person&nbsp;County,2,"2564 Durham Road, Roxboro, NC",,2/21/11,One NC,Active,120,0,"$100,000 ",$0 ,"1,460","1,044",85,201,201,$621 ,$0 ,"$35,875 ","$20,970,000 ",$0 ,0,1,36.378866,-78.983798,
EcoVolt Power Corp,Yadkin&nbsp;County,2,"100 Century Point Drive, East Bend, NC",,4/6/11,One NC,"Closed, $0 Disbursed",61,0,"$200,000 ",$0 ,"1,095","1,095",55,0,0,$484 ,$0 ,"$27,982 ","$18,528,300 ",$0 ,1,1,36.222904,-80.457701,0.527
Edwards Wood Products/Woodlawn,McDowell&nbsp;County,1,"8482 Hwy 221 N, Marion, NC",,6/30/10,One NC,"Closed, $0 Disbursed",32,40,"$96,000 ",$0 ,"1,825","1,825",29,0,0,$483 ,$483 ,"$27,904 ","$1,710,000 ","$6,630,000 ",1,1,35.791893,-82.037741,0.707
EI Inc,Rowan&nbsp;County,2,"2865 North Cannon Blvd, Kannapolis, NC",,3/23/12,One NC,Active,119,0,"$500,000 ",$0 ,"1,095",648,107,208,208,$651 ,$0 ,"$37,616 ","$11,880,000 ",$0 ,1,1,35.530611,-80.609993,0.902
Electrolux Home Products,Mecklenburg&nbsp;County,3,"1002 David Taylor Drive, Charlotte, NC",,12/16/09,One NC,Active,738,686,"$1,200,000 ","$1,141,686 ","1,460","1,460",574,22,22,"$1,632 ","$2,096 ",,"$7,470,000 ","$26,039,806 ",1,1,35.324148,-80.755412,0.707
Electrolux Home Products,Mecklenburg&nbsp;County,3,"10200 David Taylor Drive									, Charlotte, NC 28262-2373",,12/16/09,JDIG,Active,738,686,"$24,830,250 ","$3,717,282 ","1,460","1,111",590,22,39,"$84,838 ","$108,959 ",,"$7,470,000 ","$13,767,567 ",0,1,35.327908,-80.761513,1
Electrolux Home Products,Mecklenburg&nbsp;County,3,"10200 David Taylor Drive, Charlotte, NC 28262-2373",,4/19/11,JDIG,Terminated,200,Not Reported,"$6,925,500 ",$0 ,"1,460","1,460",160,760,Not Reported,"$81,135 ",Not Reported,"$90,150 ","$12,600,000 ", Not Reported ,0,0,35.327908,-80.761513,1
Electrolux Home Products,Mecklenburg&nbsp;County,3,"10200 David Taylor Drive, Charlotte, NC 28262-2373",,4/19/11,One NC,"Closed, $0 Disbursed",200,0,"$325,000 ",$0 ,"1,460","1,460",148,760,760,"$1,560 ",$0 ,"$90,150 ","$12,600,000 ",$0 ,1,1,35.327908,-80.761513,1
Ellwood Advanced Components,Forsyth&nbsp;County,3,"3050 Westinghouse Road, Rural Hall, NC",,11/19/12,One NC,"Closed, $0 Disbursed",55,0,"$188,000 ",$0 ,"1,825","1,825",50,145,145,$849 ,"$1,012 ","$49,028 ","$29,700,000 ","$8,598,000 ",1,1,36.231003,-80.322848,0.78
EMC Corp,Wake&nbsp;County,3,"5800 Technology Drive, Apex, NC 27539-4900",Durham (Tier 3),9/24/09,JDIG,Active,397,333,"$7,434,000 ","$930,750 ","1,825","1,194",357,914,953,"$65,993 ","$88,233 ","$73,325 ","$252,202,500 ",$0 ,1,1,35.61372,-78.56752,0.61
Empire Foods,Halifax&nbsp;County,1,"Halifax Corporate Park, NC Highway 561, NC",,9/15/10,One NC,Active,200,0,"$400,000 ",$0 ,"1,825","1,203",180,0,0,$546 ,$0 ,"$28,418 ","$2,500,000 ",$0 ,1,1,36.312254,-77.60622,
Enviva,Hertford&nbsp;County,1,"Former Georgia Pacific Lumber Facility, Ahoskie, NC",,12/9/10,One NC,"Closed, Funds Disbursed",53,64,"$270,000 ","$270,000 ","1,095","1,095",48,0,0,$670 ,$754 ,"$38,736 ","$46,800,000 ","$66,567,844 ",1,1,36.271636,-76.967776,0.387
Enviva,Northampton&nbsp;County,1,"Greenfield Industrial Site, Northampton County, NC",,8/3/11,One NC,Active,62,15,"$300,000 ",$0 ,"1,095",881,56,53,53,$666 ,$769 ,"$38,484 ","$54,000,000 ","$66,906,719 ",1,1,36.502916,-77.60592,0.429
Ernie Green Industries,Randolph&nbsp;County,2,"6966 Highway 220 South, Asheboro, NC",,11/16/10,One NC,"Closed, $0 Disbursed",96,0,"$80,000 ",$0 ,"1,095","1,095",86,0,0,$536 ,$0 ,"$30,975 ","$1,575,000 ",$0 ,1,1,35.567783,-79.794505,0.829
Ethan Allen Operations,Catawba&nbsp;County,2,"700 South Main Ave, Maiden, NC",,6/2/09,One NC,"Closed, Funds Disbursed",302,204,"$109,000 ","$7,680 ","1,095","1,095",143,683,683,$691 ,$697 ,"$39,946 ","$2,430,000 ","$2,929,175 ",1,1,35.56673,-81.217565,0.78
Ethan Allen Operations,McDowell&nbsp;County,1,"912 E Main Street, Old Fort, NC",,8/3/10,One NC,Active,90,0,"$270,000 ",$0 ,"1,825","1,246",81,426,426,$461 ,$0 ,"$26,645 ","$225,000 ",$0 ,1,1,35.633583,-82.172261,0.902
Exela Pharma Sciences,Caldwell&nbsp;County,1,"County of Caldwell, NC",,1/3/13,One NC,Active,38,31,"$189,000 ","$141,750 ","1,460",362,34,47,47,$820 ,"$1,032 ","$47,395 ","$7,650,000 ","$4,662,761 ",1,1,35.952345,-81.554503,0.556
FAS Controls,Cleveland&nbsp;County,1,"1100 Airport Road, Shelby, NC",,11/18/10,One NC,"Closed, Funds Disbursed",52,79,"$45,000 ","$45,000 ","1,095","1,095",47,119,119,$490 ,$732 ,"$28,308 ","$1,350,000 ","$1,686,466 ",1,1,35.310194,-81.510732,0.902
FASTA of North Carolina,Halifax&nbsp;County,1,"231 Hwy 158, Littleton, NC",,3/13/09,One NC,"Closed, $0 Disbursed",105,0,"$300,000 ",$0 ,"1,095","1,095",95,0,0,$497 ,$0 ,"$28,707 ","$2,250,000 ",$0 ,1,1,36.45902,-77.812379,0.626
FCC North Carolina,Scotland&nbsp;County,1,"16700 Airport Rd, Maxton, NC",,8/3/12,One NC,Active,66,32,"$264,000 ",$0 ,"1,095",515,59,144,144,$541 ,$642 ,"$27,272 ","$51,800,000 ","$20,107,000 ",1,1,34.795993,-79.371426,
Fendrich Industries,Polk&nbsp;County,2,"250 Scriven Road, Tryon, NC",,10/2/12,One NC,"Closed, Funds Disbursed",23,26,"$115,000 ","$115,000 ","1,095","1,095",21,43,43,$497 ,$554 ,"$28,739 ","$669,000 ","$802,389 ",1,1,35.218754,-82.238304,0.849
Ferraro Foods of North Carolina,Alamance&nbsp;County,2,"2031 Park Center Drive, Mebane, NC",,11/3/11,One NC,Active,23,12,"$70,000 ","$35,000 ","1,460",789,21,58,58,$764 ,$874 ,"$44,130 ","$5,377,500 ","$7,108,621 ",1,1,36.098974,-79.298609,0.582
FerroFab,Richmond&nbsp;County,1,"1150 Hylan Ave, Hamlet, NC",,6/28/12,One NC,Active,54,0,"$81,000 ",$0 ,"1,095",551,49,0,0,$577 ,$0 ,"$30,019 ","$450,000 ",$0 ,1,1,34.89789,-79.721574,0.902
Fiserv,Catawba&nbsp;County,2,"2415 Century Place SE, Hickory, NC",,10/27/09,One NC,"Closed, Funds Disbursed",419,438,"$800,000 ","$800,000 ","1,095","1,095",377,7,7,$439 ,$544 ,"$25,368 ","$4,400,000 ","$6,035,953 ",1,1,35.728772,-81.282282,
Fountain Powerboat Industries,Beaufort&nbsp;County,1,"1653 Whichard's Beach Road, Washington, NC",,11/10/10,One NC,"Closed, $0 Disbursed",411,0,"$150,000 ",$0 ,"1,825","1,825",370,75,75,$613 ,$0 ,"$35,657 ","$4,590,000 ",$0 ,1,1,35.586601,-77.092669,0.492
Freshouse,Rowan&nbsp;County,2,"209 Long Meadow Drive, Salisbury, NC",,10/12/12,One NC,Active,90,0,"$100,000 ",$0 ,"1,095",445,81,116,116,$458 ,$0 ,"$25,555 ","$5,690,000 ","$5,400,000 ",1,1,35.624273,-80.531328,0.78
Frontier Logistics,Montgomery&nbsp;County,1,"109 Russell Drive, Star, NC",,1/18/11,One NC,"Closed, $0 Disbursed",71,0,"$128,000 ",$0 ,"1,825","1,825",50,0,0,$808 ,$0 ,"$47,577 ","$4,600,000 ",$0 ,1,1,35.883856,-80.116395,0.805
Gates Corp,Ashe&nbsp;County,2,"101 Gates Lane, Jefferson, NC",,2/21/11,One NC,"Closed, $0 Disbursed",58,0,"$100,000 ",$0 ,"1,095","1,095",52,265,265,$428 ,$0 ,"$24,723 ","$4,140,000 ",$0 ,1,1,36.42461,-81.481695,0.902
Geiger International,Burke&nbsp;County,1,"Hildebran, NC",,4/19/11,One NC,"Closed, Funds Disbursed",64,59,"$128,000 ","$128,000 ","1,095","1,095",58,24,24,$584 ,$688 ,"$33,754 ","$3,352,500 ","$4,702,808 ",1,1,35.71402,-81.42203,0.857
Gildan Activewear,Rowan&nbsp;County,2,"2121 Heilig Road, Salisbury, NC 28146-2316",,12/19/12,JDIG,Active,170,Not Reported,"$1,558,050 ",$0 ,730,12,153,394,Not Reported,"$34,134 ",Not Reported,"$35,882 ","$46,447,200 ", Not Reported ,0,0,35.620463,-80.471242,1
GKN Driveline,Person&nbsp;County,2,"6400 Durham Road, Timberlake, NC",,6/15/12,One NC,Active,131,0,"$175,000 ",$0 ,"1,095",564,95,996,996,$711 ,$0 ,"$41,108 ","$21,744,000 ",$0 ,1,1,36.299358,-78.97097,0.708
GKN Driveline,Person&nbsp;County,2,"6400 Durham Road, Timberlake, NC 27583-9587",,6/15/12,JDIG,Active,131,Not Reported,"$1,121,150 ",$0 ,"1,825",199,124,"1,046",Not Reported,"$36,997 ",Not Reported,"$41,108 ","$21,744,000 ", Not Reported ,0,0,36.299358,-78.97097,0.805
Global Packaging Inc,Richmond&nbsp;County,1,"106 Marks Creek Lane, Hamlet, NC",,1/13/11,One NC,"Closed, Funds Disbursed",64,16,"$64,000 ","$16,000 ","1,095","1,095",58,0,0,$815 ,$912 ,"$47,078 ","$1,530,000 ","$2,229,710 ",1,1,34.877139,-79.705159,0.861
Global Textile Alliance,Rockingham&nbsp;County,1,"2361 Holiday Loop Road, Reidsville, NC",,9/21/12,One NC,Active,55,68,"$150,000 ",$0 ,"1,095",466,50,137,137,$545 ,$726 ,"$27,272 ","$6,660,000 ","$3,874,239 ",1,1,36.314261,-79.630065,0.708
GMAC Financial Services,Mecklenburg&nbsp;County,3,"440 S Church St									, Charlotte, NC 28202-2075",,3/20/09,JDIG,Active,200,231,"$4,490,250 ","$1,895,250 ",730,730,180,265,432,"$86,512 ","$277,574 ","$96,124 ","$5,400,000 ","$10,590,629 ",1,1,35.225589,-80.847926,1
Gourmet Group,Rutherford&nbsp;County,1,"160 Executive Drive, Rutherfordton, NC",,10/27/11,One NC,"Closed, $0 Disbursed",136,0,"$270,000 ",$0 ,"1,095","1,095",122,0,0,$590 ,$0 ,"$34,093 ","$2,083,860 ",$0 ,1,1,35.362851,-81.949681,0.589
Greenheck Fan Corp,Cleveland&nbsp;County,1,"Enterprise Drive, Kings Mountain, NC",,6/27/12,One NC,Active,62,0,"$150,000 ",$0 ,"1,460",552,56,54,54,$615 ,$0 ,"$31,985 ","$7,020,000 ",$0 ,1,1,35.422423,-80.654502,0.634
Greiner Bio-One North America,Union&nbsp;County,3,"4238 Capital Drive, Monroe, NC",,4/20/10,One NC,"Closed, $0 Disbursed",51,0,"$100,000 ",$0 ,"1,095","1,095",46,187,187,$486 ,$0 ,"$28,000 ","$22,500,000 ",$0 ,1,1,35.020206,-80.634286,0.902
Grifols Therapeutics,Johnston&nbsp;County,3,"8363 US Highway 70 West, Clayton, NC",,11/13/09,One NC,"Closed, $0 Disbursed",259,0,"$250,000 ",$0 ,"1,460","1,460",128,"2,289","2,289",$884 ,$0 ,"$51,066 ","$241,830,000 ",$0 ,1,1,35.59153,-78.398943,0.654
Grifols Therapeutics,Johnston&nbsp;County,3,"8363 US Hwy 70 West, Clayton, NC 27520",,11/13/09,JDIG,Terminated,259,Not Reported,"$3,660,750 ",$0 ,"1,825","1,825",233,"2,298",Not Reported,"$45,959 ",Not Reported,"$51,066 ","$241,830,000 ", Not Reported ,0,0,35.59153,-78.398943,0.752
Gunboat Company,Dare&nbsp;County,2,"829 Harbor Road, Wanchese, NC",,1/25/12,One NC,"Closed, Funds Disbursed",71,75,"$213,000 ","$213,000 ","1,095","1,095",64,0,0,$469 ,$720 ,"$27,093 ","$1,650,000 ","$2,309,017 ",1,1,35.845455,-75.625767,0.902
Hamilton Sundstrand Corp,Mecklenburg&nbsp;County,3,"2730 W Tyvola Road, Charlotte, NC",,6/13/12,One NC,Active,325,221,"$2,481,644 ","$1,324,474 ","1,460",566,293,0,0,"$3,079 ","$4,545 ","$100,000 ",$0 ,"$8,037,132 ",1,1,35.187435,-80.92142,0.902
Hamilton Sundstrand Corp,Mecklenburg&nbsp;County,3,"2730 West Tyvola Road, Charlotte, NC 28217-4576",,6/13/12,JDIG,Active,325,221,"$16,539,000 ","$520,617 ","1,825",201,293,0,0,"$160,098 ","$236,362 ","$100,000 ",$0 ,$0 ,0,1,35.187435,-80.92142,1
Harvest Time Bread of North Carolina,Surry&nbsp;County,1,"501 Mountain View Lane, Mt Airy, NC",,3/25/10,One NC,"Closed, $0 Disbursed",38,0,"$100,000 ",$0 ,"1,095","1,095",34,86,86,$446 ,$0 ,"$25,790 ","$4,050,000 ",$0 ,1,1,36.481049,-80.621973,0.478
HC Composites,Edgecombe&nbsp;County,1,"1090 West Saint James Street, Tarboro, NC",,3/9/09,One NC,"Closed, Funds Disbursed",120,15,"$130,000 ","$18,200 ","1,095","1,095",108,60,60,$512 ,$685 ,"$29,560 ","$2,340,000 ","$2,376,243 ",1,1,35.887397,-77.551469,0.902
Henkel Corp,Rowan&nbsp;County,2,"485 Cedar Springs Road, Salisbury, NC",,5/4/09,One NC,"Closed, Funds Disbursed",103,104,"$206,000 ","$206,000 ","1,095","1,095",93,94,94,$948 ,"$1,960 ","$54,763 ","$21,330,000 ","$19,154,520 ",1,1,35.627352,-80.530003,0.586
Henniges Automotive North Carolina,Rockingham&nbsp;County,1,"226 Watlington Industrial Drive, Reidsville, NC",,11/16/11,One NC,Active,64,0,"$65,000 ",$0 ,"1,095",776,58,238,238,$482 ,$0 ,"$27,849 ","$2,011,500 ",$0 ,1,1,36.328233,-79.64696,0.902
Herbalife International of America,Forsyth&nbsp;County,3,"3200 Temple School Road, Winston-Salem, NC",,12/19/12,One NC,Active,493,0,"$1,000,000 ",$0 ,"1,095",377,444,0,0,$696 ,$0 ,"$40,162 ","$117,000,000 ",$0 ,1,1,36.058177,-80.127444,0.902
Herbalife International of America,Halifax&nbsp;County,1,"3200 Temple School Rd, Winston-Salem, NC 27107-3628",,12/19/12,JDIG,Active,493,Not Reported,"$5,559,000 ",$0 ,730,12,444,0,Not Reported,"$36,174 ",Not Reported,"$40,162 ","$117,000,000 ", Not Reported ,0,0,36.058177,-80.127444,1
Hewitt Associates,Mecklenburg&nbsp;County,3,"7201 Hewitt Associates Drive									, Charlotte, NC 28262-4001",,3/31/10,JDIG,Active,463,503,"$4,017,750 ","$962,566 ","1,095","1,006",417,534,545,"$39,094 ","$48,586 ","$43,600 ",$0 ,$0 ,1,1,35.306255,-80.775414,1
Hitachi Metals,Rowan&nbsp;County,2,"1 Hitachi Metals Drive, China Grove, NC",,12/19/11,One NC,Active,65,0,"$153,700 ",$0 ,"1,095",743,59,65,65,$729 ,$0 ,"$43,108 ","$54,900,000 ",$0 ,1,1,35.571686,-80.553341,0.902
Hof Textiles,Lincoln&nbsp;County,3,"1968 Kawai Road, Lincolnton, NC",,12/28/12,One NC,Active,26,15,"$50,000 ",$0 ,"1,095",368,23,67,67,$563 ,$631 ,"$32,538 ","$6,480,000 ","$6,524,146 ",1,1,35.429572,-81.273787,0.902
Honda Aircraft Co,Guilford&nbsp;County,3,"6430 Ballinger Road, Greensboro, NC",,10/10/11,One NC,Active,419,133,"$1,000,000 ","$342,108 ","1,095",813,377,346,346,$917 ,"$1,633 ","$53,418 ","$70,830,000 ","$47,469,573 ",1,1,36.101902,-79.91065,0.78
Hospira,Nash&nbsp;County,2,"4285 N Wesleyan Blvd, Rocky Mount, NC",,8/22/12,One NC,Active,200,223,"$645,000 ","$483,750 ","1,095",496,180,"2,700","2,700",$896 ,"$1,075 ","$51,780 ","$76,500,000 ","$105,290,034 ",1,1,36.034292,-77.765497,0.424
Husqvarna Professional Products,Mecklenburg&nbsp;County,3,"9335 Harris Corniers Parkway, Charlotte, NC 28269-3830",,1/7/10,JDIG,Active,160,169,"$2,619,750 ","$556,500 ",730,730,144,160,160,"$71,508 ","$100,098 ","$79,453 ","$7,425,000 ","$7,681,155 ",1,1,35.344873,-80.84626,0.985
HVM,Mecklenburg&nbsp;County,3,"11525 North Community House Rd									, Charlotte, NC 28277-3610",,3/30/11,JDIG,Active,170,192,"$4,724,250 ","$474,022 ","1,095",642,153,0,0,"$75,222 ","$84,416 ","$83,580 ",$0 ,$0 ,1,1,35.05956,-80.837387,1
HYDAC Technology Corp,Lincoln&nbsp;County,2,"9836B Northcross Center Court, Huntersville, NC",,12/20/10,One NC,Active,54,0,"$75,000 ",$0 ,"1,460","1,107",49,7,7,$692 ,$0 ,"$43,220 ","$8,653,140 ",$0 ,1,1,35.447703,-80.861596,0.902
IBM Lender Business Process Services,Durham&nbsp;County,3,"3039 E Cornwallis Rd									, Research Triangle Park, NC 27709-0154",,7/8/10,JDIG,Terminated,600,163,"$7,779,000 ",$0 ,730,730,540,95,95,"$45,000 ","$55,165 ","$50,000 ",$0 ,$0 ,1,1,35.924818,-78.880661,0.61
Infinisource,Mecklenburg&nbsp;County,3,"13024 Ballantyne Corporate Place, Charlotte, NC 28277-4322",,12/28/11,JDIG,Active,162,26,"$1,913,250 ","$38,250 ","1,825",369,146,0,0,"$73,166 ","$84,066 ","$81,296 ",$0 ,$0 ,1,1,35.060691,-80.847549,1
Ingersoll-Rand,Davie&nbsp;County,2,"501 Sanford Ave, Mocksville, NC",,6/1/12,One NC,Active,60,0,"$50,000 ",$0 ,"1,095",578,54,"2,346","2,346",$610 ,$0 ,"$35,230 ","$19,710,000 ",$0 ,1,1,35.892012,-80.5701,
Inmar,Forsyth&nbsp;County,,"635 Vine St, Winston-Salem, NC 27101-4185",,4/26/12,JDIG,Active,212,99,"$4,167,000 ","$126,674 ","1,825",249,191,723,740,"$65,505 ","$65,628 ","$72,783 ","$22,050,000 ",$0 ,0,1,36.102197,-80.240333,1
Inmar,Forsyth&nbsp;County,3,"635 Vine St, Winston-Salem, NC 27101-4185",,4/26/12,One NC,Active,212,99,"$237,000 ","$145,000 ","1,095",614,142,723,723,"$1,260 ","$1,262 ","$72,783 ","$22,050,000 ","$2,732,748 ",1,1,36.102197,-80.240333,1
Innovative Emergency Management,Durham&nbsp;County,3,"2400 Ellis Road, Research Triangle Park, NC",,12/14/09,One NC,Active,430,0,"$150,000 ",$0 ,"1,095","1,095",207,7,7,"$1,087 ",$0 ,"$62,778 ",$0 ,$0 ,0,1,35.935919,-78.85463,0.436
Innovative Emergency Management,Durham&nbsp;County,3,"2400 Ellis Road, Suite 200								, Durham, NC 27703-5543",,12/14/09,JDIG,Active,430,56,"$9,012,750 ","$99,552 ","1,825","1,113",387,7,7,"$56,500 ","$69,069 ","$62,778 ",$0 ,$0 ,1,1,35.938232,-78.851749,1
Janesville Acoustics,McDowell&nbsp;County,1,"157 Lackey Town Road, Old Fort, NC",,5/10/11,One NC,"Closed, Funds Disbursed",40,62,"$120,000 ","$120,000 ","1,095","1,095",36,111,111,$567 ,$672 ,"$32,750 ","$1,350,000 ","$146,472 ",1,1,35.631132,-82.172996,0.902
JE Ekornes USA,Burke&nbsp;County,1,"Morganton, NC",,7/20/11,One NC,Active,58,36,"$100,000 ","$50,000 ","1,095",895,52,0,0,$533 ,$697 ,"$30,464 ","$1,179,000 ","$1,248,556 ",1,1,35.772992,-81.676229,0.857
JELD-WEN,Mecklenburg&nbsp;County,3,"440 South Church St, Charlotte, NC 28202-1904",,12/13/12,JDIG,Active,142,Not Reported,"$2,546,250 ",$0 ,730,18,135,0,Not Reported,"$85,379 ",Not Reported,"$94,366 ",$0 , Not Reported ,0,0,35.225589,-80.847926,1
Joseph T Ryerson & Son,Wayne&nbsp;County,2,"1923 Hwy 581N, Pikeville, NC",,4/13/12,One NC,Active,44,0,"$100,000 ",$0 ,"1,095",627,40,155,155,$572 ,$0 ,"$33,540 ","$2,700,000 ",$0 ,1,1,35.487912,-78.058547,0.766
Kalo Foods,Rockingham&nbsp;County,1,"1808 Norwood St SW, Lenoir, NC",,11/6/12,One NC,Active,21,3,"$70,000 ",$0 ,"1,095",420,19,0,0,$599 ,$567 ,"$33,524 ","$584,000 ","$454,000 ",1,1,35.882183,-81.52002,0.902
Kendrion,Cleveland&nbsp;County,1,"1100 Airport Road, Shelby, NC",,2/10/12,One NC,Active,57,0,"$228,000 ",$0 ,"1,460",690,51,203,203,$563 ,$0 ,"$32,544 ","$6,570,000 ",$0 ,1,1,35.310194,-81.510732,0.902
Kiln Drying Systems and Components,Henderson&nbsp;County,3,"234 Industrial Drive, Etowah, NC",,7/5/11,One NC,Active,10,0,"$19,700 ",$0 ,"1,095",910,9,32,32,$874 ,$0 ,"$50,500 ","$1,246,500 ",$0 ,1,1,35.635351,-82.007392,0.615
Kings Plush,Cleveland&nbsp;County,1,"Marie St, Kings Mountain, NC",,8/26/11,One NC,Active,62,0,"$56,000 ",$0 ,"1,460",858,56,171,171,$431 ,$0 ,"$22,580 ","$4,427,550 ",$0 ,1,1,35.233824,-81.325859,0.857
Klausner Lumber,Halifax&nbsp;County,1,"Piper Lane, Enfield, NC",,12/19/12,One NC,Active,350,0,"$750,000 ",$0 ,"1,095",377,315,0,0,$564 ,$0 ,"$32,603 ","$99,000,000 ",$0 ,1,1,36.216635,-77.634492,0.857
Klausner Lumber,Forsyth&nbsp;County,3,"260 Piper Lane, Enfield, NC 27823-8974",,12/19/12,JDIG,Active,350,Not Reported,"$3,913,000 ",$0 ,"1,095",12,315,0,Not Reported,"$29,343 ",Not Reported,"$32,603 ","$99,000,000 ", Not Reported ,0,0,36.218051,-77.631221,1
Kleen Tech,Burke&nbsp;County,1,"690 Lovelady Road NE, Valdese, NC",,9/8/10,One NC,"Closed, Funds Disbursed",30,38,"$54,000 ","$54,000 ","1,095","1,095",27,75,75,$448 ,$476 ,"$25,884 ","$1,057,500 ","$1,418,000 ",1,1,35.761702,-81.543726,0.586
Knit-Rite,Richmond&nbsp;County,1,"126 Mill Street, Ellerbe, NC",,11/16/09,One NC,"Closed, Funds Disbursed",24,22,"$24,000 ","$24,000 ","1,095","1,095",22,44,44,$389 ,$599 ,"$22,533 ","$1,044,000 ","$1,375,750 ",1,1,35.075581,-79.759604,0.78
Laboratory Corp of America Holdings,Guilford&nbsp;County,3,"High Point Road Corridor, Greensboro, NC",,2/10/10,One NC,"Closed, Funds Disbursed",346,344,"$275,000 ","$275,000 ","1,095","1,095",311,0,0,$450 ,$534 ,,"$3,600,000 ","$5,139,005 ",1,1,36.059306,-79.827306,0.632
Lanxess Corp,Gaston&nbsp;County,2,"Gastonia, NC",,3/8/11,One NC,"Closed, Funds Disbursed",55,39,"$250,000 ","$195,000 ","1,095","1,095",50,0,0,$710 ,"$1,198 ","$41,047 ","$13,500,000 ","$25,121,814 ",1,1,35.284018,-81.189693,0.857
Leviton Manufacturing Co,Burke&nbsp;County,1,"113 Industrial Blvd, Morganton, NC 28655-8285",,9/10/12,JDIG,Active,152,Not Reported,"$1,101,000 ",$0 ,"1,095",112,137,531,Not Reported,"$31,939 ",Not Reported,"$35,488 ","$6,574,500 ", Not Reported ,0,0,35.730237,-81.750739,1
Linamar,Buncombe&nbsp;County,3,"2169 Hendersonville Road, Asheville, NC",,6/30/11,One NC,Active,363,0,"$200,000 ",$0 ,"1,460",915,222,0,0,$691 ,$0 ,"$39,931 ","$72,000,000 ",$0 ,1,1,35.484867,-82.525498,0.71
Linamar,Buncombe&nbsp;County,3,"2169 Hendersonville Road									, Arden, NC 28704-9742",,6/30/11,JDIG,Active,363,Not Reported,"$2,518,500 ",$0 ,"1,460",550,327,0,Not Reported,"$35,938 ",Not Reported,"$39,931 ","$72,000,000 ", Not Reported ,0,0,35.479742,-82.52447,1
Linamar,Buncombe&nbsp;County,3,"2169 Hendersonville Rd								, Arden, NC 28704-9742",,6/21/12,JDIG,Active,250,Not Reported,"$1,951,500 ",$0 ,"1,460",193,225,363,Not Reported,"$38,288 ",Not Reported,"$42,542 ","$67,500,000 ", Not Reported ,0,0,35.479742,-82.52447,1
Loparex,Rockingham&nbsp;County,1,"816 Fieldcrest Rd, Eden, NC 27288-3633",Wake (Tier 3),5/27/09,JDIG,Active,128,97,"$2,358,500 ","$107,026 ","1,095","1,095",115,92,92,$0 ,"$78,044 ",,"$12,000,000 ","$12,014,582 ",1,1,36.512563,-79.714698,1
LORD Corp,Wake&nbsp;County,3,"111 Lord Drive, Cary, NC 27511-7923",,7/12/11,JDIG,Active,117,16,"$1,308,750 ","$31,500 ","1,825",538,117,329,329,"$81,487 ","$139,864 ","$81,487 ","$20,000,000 ",$0 ,1,1,35.732032,-78.80874,1
LS Tractor USA,Nash&nbsp;County,2,"Rocky Mount, NC",,4/22/09,JDIG,Terminated,134,20,"$994,500 ","$14,511 ","1,825","1,825",134,0,0,"$37,350 ","$45,997 ","$41,500 ","$12,420,000 ",$0 ,1,1,34.435881,-78.617085,0.442
LSA America,Halifax&nbsp;County,1,"231 US Hwy 158, Halifax-Northampton Regional Airport, Littleton, NC",,4/5/11,One NC,"Closed, $0 Disbursed",34,0,"$136,000 ",$0 ,"1,095","1,095",31,0,0,$475 ,$0 ,"$28,118 ","$360,000 ",$0 ,1,1,36.45902,-77.812379,0.713
Lubrimetal Corp,Caldwell&nbsp;County,1,"435 South Main St, Granite Falls, NC",,1/19/12,One NC,Active,19,6,"$38,000 ","$9,500 ","1,095",712,17,0,0,$715 ,"$1,046 ","$41,316 ","$1,710,000 ","$1,775,185 ",1,1,35.781218,-81.403714,0.78
Lydall,Yadkin&nbsp;County,2,"601 East Main Street, Yadkinville, NC",,3/3/11,One NC,Active,170,0,"$300,000 ",$0 ,"1,095","1,034",153,501,501,$480 ,$0 ,"$25,294 ","$13,500,000 ",$0 ,1,1,36.135196,-80.645695,0.78
Magna Composites,Caldwell&nbsp;County,1,"601 Hibriten Dr SW, Lenoir, NC 28645-6389","Rowan, Catawba (Both tier 2)",6/14/10,JDIG,Terminated,327,148,"$1,111,800 ","$186,119 ","1,460","1,460",294,360,360,"$30,017 ","$46,634 ","$33,352 ","$9,000,000 ","$10,320,485 ",1,1,35.886515,-81.525173,1
Malt-O-Meal,Randolph&nbsp;County,2,"2525 Bank Street, Asheboro, NC",,11/17/10,One NC,"Closed, Funds Disbursed",80,74,"$350,000 ","$350,000 ","1,095","1,095",72,200,200,$563 ,"$1,021 ","$34,508 ","$121,500,000 ","$147,734,813 ",1,1,35.774923,-79.812797,0.902
Maple Springs Laundry,Burke&nbsp;County,1,"2910 Main Ave NW, Hickory, NC",,12/28/09,One NC,"Closed, Funds Disbursed",68,14,"$136,000 ","$31,280 ","1,095","1,095",62,190,190,$399 ,$614 ,,"$5,384,700 ","$11,213,302 ",1,1,35.729732,-81.386751,
