funding_id,announce_id,joint_project,governor,fund_company_name,clean_company_name,proj_jobs,actual_new_jobs,job_pct,total_award,award_to_company,disbursements_company,award_pct,county,tiers,site_address,award_date,funding_program,grant_status,grant_term,elapsed_days,elapsed_pct,required_investment,actual_investment,count_jobs
309,112,1,PERDUE,"Seqirus Inc. II (fka Novartis Vaccines and Diagnostics, Inc.)",NOVARTIS VACCINES AND DIAGNOSTICS,100,104,104,1000000,1000000,1000000,100.0,Wake,3,"475 Green Oaks Parkway, Holly Springs, NC",12/22/2010,One NC ,"Closed, Funds Disbursed",1095,1095,100,"$32,400,000 ","$34,032,647 ",0
626,405,0,MCCRORY,"Enviva Management Company, LLC",ENVIVA LP,160,100,62.5,1905000,1619250,85850,5.3,"Sampson, Richmond","2, 1","11499 Faison Hwy, Faison, NC 28341; 1125 N NC Highway 177, Hamlet, NC 28345-4378",9/9/2014,JDIG,Active,4380,1209,27.6,"$192,780,000 ","$138,428,400 ",1
628,406,0,MCCRORY,"AvidXchange, Inc. I",AVIDXCHANGE,603,683,113.3,10023000,7517250,1054456,14.0,Mecklenburg,3,"1210 AvidXchange Lane, Charlotte, NC 28206-3560; 1210 AvidXchange Lane, Charlotte, NC 28206-3560",9/15/2014,JDIG,Active,4380,1203,27.5,"$19,341,565 ",$0 ,1
310,112,1,PERDUE,"Seqirus Inc. II (fka Novartis Vaccines and Diagnostics, Inc.)",NOVARTIS VACCINES AND DIAGNOSTICS,100,95,95,3609000,2706750,1932428,71.4,Wake,3,"475 Green Oaks Parkway, , Holly Springs, NC 27540-7976; 7030 Kit Creek Rd., Morrisville, NC 27560-9761",12/22/2010,JDIG,Active,3285,2566,78.1,"$32,400,000 ","$34,032,647 ",1
642,418,0,MCCRORY,Cognizant Technology Solutions U.S. Corporation I,COGNIZANT,500,296,59.2,6784000,5088000,562505,11.1,Mecklenburg,3,"8520 Cliff Cameron Dr, Suite 200, Charlotte, NC 28269-0013",11/12/2014,JDIG,Active,4380,1145,26.1,$0 ,$0 ,1
675,445,0,MCCRORY,Metal Works Mfg. Co.,METAL WORKS MFG,86,82,95.3,1559000,1325150,242326,18.3,Cleveland,2,"2501 W Dixon Blvd, Shelby, NC 28152-9012",7/1/2015,JDIG,Active,4380,914,20.9,$0 ,$0 ,1
676,447,0,MCCRORY,"Herbalife International of America, Inc. II",HERBALIFE,301,258,85.7,3998750,2999250,295757,9.9,Forsyth,3,"3200 Temple School Rd, Winston-Salem, NC 27107-3628",7/2/2015,JDIG,Active,4380,913,20.8,$0 ,$0 ,1
314,113,1,PERDUE,"Red Hat, Inc. I",RED HAT,540,378,70,9007000,6755250,3530250,52.3,Wake,3,"100 East Davie Street, Raleigh, NC 27601-1806",1/10/2011,JDIG,Active,4380,2547,58.2,"$30,000,000 ","$59,082,271 ",0
315,113,1,PERDUE,"Red Hat, Inc. II",RED HAT,540,821,152,11027000,8270250,988500,12.0,Wake,3,"100 East Davie Street, Raleigh, NC 27601-1806",1/10/2011,JDIG,Active,4380,2547,58.2,"$7,222,500 ","$8,017,642 ",1
677,448,0,MCCRORY,Dimensional Fund Advisors LP,DIMENSIONAL FUND ADVISORS,316,185,58.5,13747000,10310250,629886,6.1,Mecklenburg,3,"201 North Tryon Street, Suite 2300, Charlotte, NC 28202-1879",7/8/2015,JDIG,Active,4380,907,20.7,"$94,500,000 ",$0 ,1
685,521,0,MCCRORY,Royal Appliance Mfg. Co.,ROYAL APPLIANCE,200,204,102,5004000,3753000,492126,13.1,Mecklenburg,3,"8405 IBM Drive; Building 301, Charlotte, NC 28262-4331; 8501 IBM Drive, Suite 100, Charlotte, NC 28262-4333; 8501 IBM Drive, Suite L150, Charlotte, NC 28262-4333; 8209 IBM Drive, Suite 175, Charlotte, NC 28262-4303",8/25/2015,JDIG,Active,4380,859,19.6,,$0 ,1
684,454,0,MCCRORY,Albemarle Corporation I,ALBEMARLE CORP,120,158,131.7,2720000,2040000,272168,13.3,Mecklenburg,3,"4350 Congress Street Suite 700, Charlotte, NC 28209-4953",8/25/2015,JDIG,Active,4380,859,19.6,"$11,610,000 ","$14,906,597 ",1
694,458,0,MCCRORY,"DB Global Technology, Inc. III",DB GLOBAL TECHNOLOGY,250,39,15.6,4512000,3384000,141750,4.2,Wake,3,"3000 Centre Green Way, 3rd Floor, Cary, NC 27513-5775",9/22/2015,JDIG,Active,4380,831,19,"$8,100,000 ","$8,432,467 ",1
705,467,0,MCCRORY,Premier Research International LLC,PREMIER RESEARCH,260,120,46.2,3440000,2580000,154500,6.0,Durham,3,"One Park Drive, Suite 150, P. O. Box 13608, Durham, NC 27709-0006",12/1/2015,JDIG,Active,4380,761,17.4,,$0 ,1
326,122,1,PERDUE,Eaton Corporation,EATON,120,100,83.3,100000,100000,18000,18.0,Ashe,2,"2564 Durham Road, Roxboro, NC",2/21/2011,One NC ,"Closed, Funds Disbursed",1095,1095,100,"$20,970,000 ","$28,341,521 ",0
145,5,0,PERDUE,FASTA of North Carolina Inc.,FASTA,105,0,0,300000,300000,0,0.0,Halifax,1,"231 Hwy 158, Littleton, NC",3/13/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$2,250,000 ",$0 ,1
343,137,1,PERDUE,"Pittsburgh Glass Works, LLC",PITTSBURGH GLASS WORKS,260,0,0,500000,500000,0,0.0,Surry,1,"Blythe Candle Company building, Elkin, NC",4/12/2011,One NC ,"Closed, $0 Disbursed",1460,1460,100,"$76,514,000 ",$0 ,0
707,469,0,MCCRORY,Corning Optical Communications LLC (HQ),CORNING OPTICAL COMMUNICATIONS,150,60,40,3136000,2352000,129938,5.5,"Mecklenburg, Catawba","3, 2","Charlotte, NC; 800 17th Street NW, Hickory, NC 28601-3336",12/8/2015,JDIG,Active,4380,754,17.2,"$34,830,000 ",$0 ,1
708,470,0,MCCRORY,"RBUS, Inc. II",RED VENTURES,500,0,0,3546000,2659500,0,0.0,Mecklenburg,3,"10101 Claude Freeman Dr, Charlotte, NC 28262-2674",12/8/2015,JDIG,Active,4380,754,17.2,,$0 ,1
726,484,0,MCCRORY,"Aurobindo Pharma U.S.A., Inc.",AUROBINDO PHARMA USA,275,22,8,5073000,3804750,0,0.0,Durham,3,"2929 Weck Drive, Durham, NC 27703",4/26/2016,JDIG,Active,4380,614,14,"$28,530,000 ",$0 ,1
762,514,0,MCCRORY,"INC Research, LLC II",INC RESEARCH,550,Not Reported,0,11209000,8406750,0,0.0,Wake,3,"1030 Sync St, Morrisville, NC  27560-5468",12/13/2016,JDIG,Active,2920,383,13.1,"$37,980,000 ",Not Reported,1
735,490,0,MCCRORY,Relias LLC (fka Relias Learning LLC),RELIAS LEARNING,450,130,28.9,7151000,5363250,157190,2.9,Wake,3,"1010 Sync Street, Suite 100, Morrisville, NC 27560-5468; 111 Corning Rd, Ste 250, Cary, NC 27518",7/12/2016,JDIG,Active,4380,537,12.3,$0 ,$0 ,1
738,492,0,MCCRORY,"CSX Intermodal Terminals, Inc.",CSX,149,Not Reported,0,4310000,4310000,0,0.0,Edgecombe,1,"TBD, Edgecombe County, NC 27809",7/19/2016,JDIG,Active,4380,530,12.1,"$144,000,000 ",Not Reported,1
741,495,0,MCCRORY,PrescientCo Inc.,PRESCIENT,205,57,27.8,2183000,1964700,0,0.0,Alamance,2,"2125 Senator Ralph Scott Parkway, Mebane, NC 27302",8/29/2016,JDIG,Active,4380,489,11.2,"$16,968,983 ","$14,775,746 ",1
746,500,0,MCCRORY,"Avadim Health, Inc. (fka Avadim Technologies Inc.)",AVADIM TECHNOLOGIES,551,29,5.3,6536000,4902000,0,0.0,Buncombe,3,"7.16 Acres off I-40 Access Rd; Parcel Info. No. (PIN) 0609-51-5260-00000, Black Mountain, NC 28711",9/21/2016,JDIG,Active,4380,466,10.6,"$18,360,000 ",$0 ,1
342,137,1,PERDUE,"Pittsburgh Glass Works, LLC",PITTSBURGH GLASS WORKS,260,244,93.8,2103000,2103000,480000,22.8,Surry,1,"300 PGW Drive, Elkin, NC 28621-8923",4/12/2011,JDIG,Active,3650,2455,67.3,"$76,514,000 ","$77,346,832 ",1
148,7,0,PERDUE,"Stonewall Packaging, LLC",STONEWALL PACKAGING,61,0,0,200000,200000,0,0.0,Jackson,2,"52 W. Main Street, Sylva, NC",4/1/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$14,940,000 ",$0 ,1
747,501,0,MCCRORY,Corning Optical Communications LLC (Cable I),CORNING OPTICAL COMMUNICATIONS,205,213,103.9,2572000,1929000,54750,2.8,"Catawba, Forsyth","2, 3","1164 23rd St SE, Hickory, NC 28602-7320; 3180 Centre Park Blvd, Winston Salem, NC 27107-4574",9/26/2016,JDIG,Active,4380,461,10.5,"$75,127,500 ",$0 ,1
763,515,0,MCCRORY,"Citrix Systems, Inc. II",CITRIX,400,0,0,7707000,5780250,0,0.0,Wake,3,"120 S. West Street, Raleigh, NC 27603-1834",12/15/2016,JDIG,Active,3650,381,10.4,,$0 ,1
752,506,0,MCCRORY,"LendingTree, LLC I",LENDING TREE,314,102,32.5,6514000,4885500,97033,2.0,Mecklenburg,3,"2100 Rexford Road and 2115 Rexford Road, Charlotte, NC 28211-3589",11/2/2016,JDIG,Active,4380,424,9.7,"$42,217,579 ",$0 ,1
751,505,0,MCCRORY,K-Flex USA L.L.C.,K-FLEX USA,100,40,40,1261000,1134900,21529,1.9,Franklin,2,"100 K-Flex Way, Youngsville, NC 27596",11/2/2016,JDIG,Active,4380,424,9.7,"$40,500,000 ",$0 ,1
753,508,0,MCCRORY,"JELD-WEN, Inc. II",JELD WEN,200,31,15.5,3255000,2441250,30000,1.2,Mecklenburg,3,"Ayrsley Business Park, Charlotte, NC 28273",11/4/2016,JDIG,Active,4380,422,9.6,"$34,200,000 ",$0 ,1
760,512,0,MCCRORY,"Everest Textile USA, LLC",EVEREST TEXTILE USA,610,174,28.5,3008000,3008000,24890,0.8,Rutherford,1,"1331 W. Main Street, Forest City, NC 28043-2525",12/6/2016,JDIG,Active,4380,390,8.9,"$16,650,000 ",$0 ,1
149,8,0,PERDUE,"Nature's Earth Pellets NC, LLC",NATURES EARTH,98,0,0,196000,196000,0,0.0,Scotland,1,"16900 Aberdeen Road, Laurinburg, NC",4/7/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$10,800,000 ",$0 ,1
151,10,0,PERDUE,"MiTek Industries, Inc.",MITEK INDUSTRIES,29,0,0,28000,28000,0,0.0,Chowan,2,"818 Soundside Road, Edenton, NC",4/20/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$1,800,000 ",$0 ,1
156,13,0,PERDUE,"Sustainable Textile Group, LLC (Rowan)",SUSTAINABLE TEXTILE GROUP,223,0,0,300000,300000,0,0.0,Rowan,2,"308 E Thom St., China Grove, NC",5/4/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$11,000,000 ",$0 ,1
164,22,0,PERDUE,Neighborhood Assistance Corporation of America (NACA),NACA,1014,0,0,1000000,1000000,0,0.0,Mecklenburg,3,"5855 Executive Center Drive, Charlotte, NC",6/10/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$1,080,000 ",$0 ,1
346,140,1,PERDUE,"Electrolux Home Products, Inc. II",ELECTROLUX NORTH AMERICA,200,Not Reported,0,9234000,6925500,0,0.0,Mecklenburg,3,"10200 David Taylor Drive, Charlotte, NC 28262-2373",4/19/2011,JDIG,"Terminated, $0 Disbursed",4380,4380,100,"$12,600,000 ",Not Reported,0
170,26,0,PERDUE,"Adhezion BioMedical, LLC",ADHEZION BIOMEDICAL,20,0,0,40000,40000,0,0.0,Caldwell,1,"506 Pine Mountain Road, Hudson, NC",7/6/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$750,000 ",$0 ,1
175,30,0,PERDUE,E. I. Du Pont De Nemours and Company,DUPONT,10,0,0,50000,50000,0,0.0,Bladen,1,"22828 NC Highway 87 West, Fayetteville, NC",8/19/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$55,000,000 ",$0 ,1
178,35,0,PERDUE,"Caye Home Furnishings, LLC",CAYE HOME FURNISHINGS,128,0,0,250000,250000,0,0.0,Alexander,2,"Former Broyhill Furniture Facility,Taylorsville, NC",9/9/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$1,260,000 ",$0 ,1
182,38,0,PERDUE,"Townsends, Inc.",TOWNSENDS (OMTRON USA),103,0,0,250000,250000,0,0.0,Davie,2,"251 Eaton Road, Mocksville, NC",9/24/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$6,300,000 ",$0 ,1
186,40,0,PERDUE,"North American Aerodynamics, Inc.",NORTH AMERICAN AERODYNAMICS,375,0,0,300000,300000,0,0.0,Person,2,"110 Carver Drive, Roxboro, NC",10/5/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$803,700 ",$0 ,1
194,46,1,PERDUE,"Grifols Therapeutics Inc. (f/k/a Talecris Biotherapeutics, Inc)",TALECRIS BIOTHERAPEUTICS,259,0,0,250000,250000,0,0.0,Johnston,3,"8363 US Highway 70 West, Clayton, NC",11/13/2009,One NC ,"Closed, $0 Disbursed",1825,1825,100,"$241,830,000 ",$0 ,1
196,44,0,PERDUE,"North Cove Springs Bottling and Beverage, Inc.",NORTH COVE SPRINGS,138,0,0,310000,310000,0,0.0,McDowell,2,"13195 Hwy 221N, Marion NC",11/17/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$3,000,000 ",$0 ,1
199,263,0,PERDUE,"Marves Industries, LLC",MARVES INDUSTRIES,66,0,0,200000,200000,0,0.0,Burke,1,"205 Cline Clark Drive, Hidebran, NC",12/7/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$1,575,061 ",$0 ,1
365,155,1,PERDUE,"Linamar North Carolina, Inc. I",LINAMAR,363,173,47.7,200000,200000,122000,61.0,Buncombe,3,"2169 Hendersonville Road, Asheville, NC",6/30/2011,One NC ,"Closed, Funds Disbursed",1095,1095,100,"$72,000,000 ","$62,888,483 ",0
202,51,0,PERDUE,ThermoFisher Scientific Corp,THERMO FISHER SCIENTIFIC,104,0,0,208000,208000,0,0.0,Buncombe,3,"275 Aiken Road, Asheville, NC",12/14/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$3,150,000 ",$0 ,1
205,52,0,PERDUE,"Talon Systems America, Inc.",TALON SYSTEMS,90,0,0,46590,46590,0,0.0,Iredell,3,"607 Meacham Road, Statesville, NC",12/17/2009,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$5,310,000 ",$0 ,1
208,53,0,PERDUE,"Wilbert, Inc.",WILBERT PLASTIC SERVICES,41,0,0,82000,82000,0,0.0,Gaston,2,"100 Oaks Parkway, Belmont, NC",1/5/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$4,410,000 ",$0 ,1
212,266,0,PERDUE,"Reser's Fine Foods, Inc.",RESERS FINE FOODS,500,0,0,1000000,1000000,0,0.0,Halifax,1,"Halifax Industrial Center, NC Hwy 903, Halifax, NC",1/19/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$56,250,000 ",$0 ,1
215,267,0,PERDUE,ACW Technology Inc.,ACW TECHNOLOGY,155,0,0,50000,50000,0,0.0,Durham,3,"2500 S. Tricenter Boulevard, Durham, NC",1/28/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$4,412,700 ",$0 ,1
217,55,0,PERDUE,"Commonwealth Brands, Inc.",COMMONWEALTH BRANDS,35,0,0,100000,100000,0,0.0,Rockingham,1,"301 North Scales Street, Reidsville, NC",2/3/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$6,030,000 ",$0 ,1
222,269,0,PERDUE,"Pierre Foods, Inc.",PIERRE FOODS,500,0,0,600000,600000,0,0.0,Catawba,2,"3437 E Main Street, Claremont, NC",3/4/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$15,120,000 ",$0 ,1
227,58,0,PERDUE,"Harvest Time Bread of North Carolina, LLC",HARVEST TIME BREAD OF NORTH CAROLINA,38,0,0,100000,100000,0,0.0,Surry,1,"501 Mountain View Lane, Mt. Airy, NC",3/25/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$4,050,000 ",$0 ,1
230,60,0,PERDUE,Clariant Corporation,CLARIANT,50,0,0,55000,55000,0,0.0,Mecklenburg,3,"4000 Monroe Road, Charlotte, NC",4/5/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$2,250,000 ",$0 ,1
234,61,0,PERDUE,"Albaad USA, Inc.",ALBAAD USA,95,0,0,350000,350000,0,0.0,Rockingham,1,"129 Technology Drive South, Reidsville, NC",4/13/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$8,100,000 ",$0 ,1
235,62,0,PERDUE,"Mountaire Farms, Inc.",MOUNTAIRE FARMS,51,0,0,150000,150000,0,0.0,Robeson,1,"17269 NC Hwy 71 North, Lumber Bridge, NC",4/14/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$16,100,000 ",$0 ,1
237,272,0,PERDUE,"Greiner Bio-One North America, Inc.",GREINER BIO-ONE NORTH AMERICA,51,0,0,100000,100000,0,0.0,Union,3,"4238 Capital Drive, Monroe, NC",4/20/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$22,500,000 ",$0 ,1
239,65,0,PERDUE,"Spectrum Mills, LLC (McDowell County)",SPECTRUM MILLS,49,0,0,135000,135000,0,0.0,McDowell,2,"253 Barnes Road, Marion, NC",4/23/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$2,475,000 ",$0 ,1
251,273,0,PERDUE,"Edwards Wood Products, Inc./Woodlawn",EDWARDS WOOD PRODUCTS/WOODLAWN,32,40,125,96000,96000,0,0.0,McDowell,1,"8482 Hwy 221 N, Marion, NC",6/30/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$1,710,000 ","$6,630,000 ",1
243,66,0,PERDUE,VSA LLC,VSA,98,0,0,98000,98000,0,0.0,Burke,1,"1000 Chain Drive, Morganton, NC",5/11/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$4,000,000 ",$0 ,1
244,67,0,PERDUE,"Advanced Textile Solutions, Inc. (ATSI)",ADVANCED TEXTILE SOLUTIONS,127,0,0,127000,127000,0,0.0,Caldwell,1,"2500 Baker Circle, Granite, NC",5/18/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$450,000 ",$0 ,1
245,68,0,PERDUE,"Vitacost.com, Inc.",VITACOSTCOM,228,0,0,450000,450000,0,0.0,Davidson,2,"130 Lexington Parkway, Lexington, NC",5/19/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$6,030,000 ",$0 ,1
373,161,1,PERDUE,"Semprius, Inc.",SEMPRIUS,256,0,0,600000,600000,0,0.0,Vance,1,"145 Technology Lane, Suite B, Henderson, NC",7/19/2011,One NC ,"Closed, $0 Disbursed",1460,1460,100,"$80,730,000 ",$0 ,0
246,69,0,PERDUE,"Whiteridge Plastics, LLC",WHITERIDGE PLASTICS,55,0,0,45000,45000,0,0.0,Rockingham,1,"109 Sands Road, Reidsville, NC",5/25/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$1,080,000 ",$0 ,1
252,74,0,PERDUE,Amark Corp,AMARK,43,0,0,126000,126000,0,0.0,Pasquotank,2,"100 Kitty Hawk Lane, Elizabeth City NC",7/6/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$504,000 ",$0 ,1
256,77,0,PERDUE,"C.M.I. Enterprises, Inc.",CMI ENTERPRISES,53,0,0,33000,33000,0,0.0,Rutherford,1,"630 NC Highway 120, Mooresboro, NC",7/18/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$333,000 ",$0 ,1
262,81,0,PERDUE,"Ethan Allen Operations, Inc. (McDowell)",ETHAN ALLEN OPERATIONS,90,0,0,270000,270000,0,0.0,McDowell,1,"912 E. Main Street, Old Fort, NC",8/3/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$225,000 ",$0 ,1
275,86,0,PERDUE,"Empire Foods, Inc.",EMPIRE FOODS,200,0,0,400000,400000,0,0.0,Halifax,1,"Halifax Corporate Park, NC Highway 561, (Halifax County), NC",9/15/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$2,500,000 ",$0 ,1
279,88,0,PERDUE,"Valendrawers, Inc.",VALENDRAWERS,50,0,0,100000,100000,0,0.0,Davidson,2,"555 Dixon Street, Lexington, NC",9/23/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$1,080,000 ",$0 ,1
280,89,0,PERDUE,"Tasz, Inc.",TASZ,21,0,0,42000,42000,0,0.0,Caldwell,1,"240 Polychem Court, Lenoir, NC",9/24/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$2,880,000 ","$160,000 ",1
285,276,0,PERDUE,"Nypro, Inc. (Buncombe #1)",NYPRO,156,0,0,200000,200000,0,0.0,Johnston,3,"100 Vista Road, Arden, NC",10/4/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$24,000,000 ",$0 ,1
287,94,0,PERDUE,"Moran Foods, Inc.",SAVE-A-LOT LTD,43,0,0,125000,125000,0,0.0,Davidson,2,"Lexington Business Center, Lexington, NC",10/11/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$21,960,000 ",$0 ,1
290,96,0,PERDUE,"Saertex USA, LLC",SAERTEX,178,0,0,110000,110000,0,0.0,Buncombe,3,"12200-A Mt. Holly-Huntersville Road, Huntersville, NC",10/18/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$5,850,000 ",$0 ,1
293,97,0,PERDUE,"Bottling Group, LLC (Pepsi)",PEPSICO,195,0,0,400000,400000,0,0.0,Forsyth,3,"1100 Reynolds Blvd, Winston-Salem, NC",10/29/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$6,750,000 ",$0 ,1
295,105,0,PERDUE,"Fountain Powerboat Industries, Inc.",FOUNTAIN POWERBOAT INDUSTRIES,411,0,0,150000,150000,0,0.0,Beaufort,1,"1653 Whichard's Beach Road, Washington, NC",11/10/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$4,590,000 ",$0 ,1
298,102,0,PERDUE,"FPE NC, LLC (Ernie Green)",ERNIE GREEN INDUSTRIES,96,0,0,80000,80000,0,0.0,Randolph,2,"6966 Highway 220 South, Asheboro, NC",11/16/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$1,575,000 ",$0 ,1
376,165,1,PERDUE,"Celgard, LLC II",CELGARD,250,0,0,3065000,2298750,0,0.0,Cabarrus,3,"390 Business Boulivard; International Business Park, Concord, NC 28025",7/25/2011,JDIG,"Terminated, $0 Disbursed",4015,4015,100,"$94,500,000 ","$1,489,245 ",0
301,277,0,PERDUE,Arvato Digital Services LLC,ARVATO DIGITAL SERVICES,408,0,0,200000,200000,0,0.0,Buncombe,3,"108 Monticello Road, Weaverville, NC",11/24/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$1,620,000 ",$0 ,1
305,106,0,PERDUE,"Americhem, Inc.",AMERICHEM,71,0,0,225000,225000,0,0.0,Randolph,2,"7280 Liberty Park Road, Liberty NC",12/10/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$19,962,000 ",$0 ,1
307,111,0,PERDUE,"Red F PBC, Inc.",RED F MARKETING,60,0,0,60000,60000,0,0.0,Mecklenburg,3,"2101 Rexford Road, Suite 300W, Charlotte, NC",12/17/2010,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$7,830,000 ",$0 ,1
318,116,0,PERDUE,"Frontier Logistics, LP",FRONTIER LOGISTICS,71,0,0,128000,128000,0,0.0,Montgomery,1,"109 Russell Drive, Star, NC",1/18/2011,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$4,600,000 ",$0 ,1
320,119,0,PERDUE,"Providencia USA, Inc. (#2)",PROVIDENCIA USA,28,0,0,42000,42000,0,0.0,Iredell,3,"200 Deer Ridge, Statesville, NC",1/26/2011,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$54,000,000 ",$0 ,1
406,189,1,PERDUE,"Chiquita Brands International, Inc.",CHIQUITA BRANDS INTERNATIONAL,400,281,70.3,21507000,16130250,543368,3.4,Mecklenburg,3,"NASCAR Plaza, 550 S. Caldwell Street, 16th FL, , Charlotte, NC 28202-2633",11/29/2011,JDIG,"Terminated, Funds Disbursed",4015,4015,100,"$12,751,000 ",$0 ,0
322,121,0,PERDUE,"QVC Rocky Mount, Inc.",QVC,200,0,0,1000000,1000000,0,0.0,Edgecombe,1,"100 QVC Bouldvard, Rocky Mount, NC",2/9/2011,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$63,900,000 ",$0 ,1
323,120,0,PERDUE,"Avgol America, Inc.",AVGOL,42,0,0,84000,84000,0,0.0,Davie,2,"178 Avgol Drive, Mocksville, NC",2/10/2011,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$31,500,000 ",$0 ,1
423,205,1,PERDUE,Caterpillar Inc. (Bee),CATERPILLAR,199,0,0,400000,400000,0,0.0,Johnston,3,"954 Highway 42 East, Clayton, NC",2/1/2012,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$29,700,000 ",$0 ,0
325,123,0,PERDUE,The Gates Corporation,GATES,58,0,0,100000,100000,0,0.0,Person,2,"101 Gates Lane, Jefferson, NC",2/21/2011,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$4,140,000 ",$0 ,1
327,124,0,PERDUE,Bluestar Silicones USA Corp.,BLUESTAR SILICONES,125,0,0,340000,340000,0,0.0,Mecklenburg,3,"12345 Steele Creek Road, Charlotte, NC",2/24/2011,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$17,820,000 ",$0 ,1
328,126,0,PERDUE,"Lydall Thermal/Acoustical, Inc. (2010)",LYDALL,170,0,0,300000,300000,0,0.0,Yadkin,2,"601 East Main Street, Yadkinville, NC",3/3/2011,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$13,500,000 ",$0 ,1
337,136,0,PERDUE,"Steven-Robert Originals, LLC",STEVEN ROBERTS ORIGINAL DESSERTS AND TICKLEBELLY DESSERTS,342,0,0,392000,392000,0,0.0,Guilford,1,"Pembroke, Robeson County",4/1/2011,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$3,600,000 ",$0 ,1
336,135,0,PERDUE,"Ziehl-Abegg, Inc.",ZIEHL-ABEGG,42,0,0,60000,60000,0,0.0,Robeson,3,"6348 Burnt Poplar Road, Greensboro, NC",4/1/2011,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$2,223,000 ",$0 ,1
339,132,0,PERDUE,"Curtiss-Wright Controls, Inc.",CURTISS-WRIGHT CONTROLS,25,0,0,130000,130000,0,0.0,Edgecombe,1,"201 Old Boiling Springs Road, Shelby, NC",4/4/2011,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$11,655,000 ",$0 ,1
338,131,0,PERDUE,Ossid LLC,OSSID,6,0,0,200000,200000,0,0.0,Cleveland,1,"4000 College Road, Rocky Mount, NC",4/4/2011,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$849,332 ",$0 ,1
340,133,0,PERDUE,"LSA America, Inc.",LSA AMERICA,34,0,0,136000,136000,0,0.0,Halifax,1,"231 US Hwy 158, Halifax-Northampton Regional Airport, Littleton, NC",4/5/2011,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$360,000 ",$0 ,1
341,134,0,PERDUE,EcoVolt Power Corporation,ECOVOLT POWER,61,0,0,200000,200000,0,0.0,Yadkin,2,"100 Century Point Drive, East Bend, NC ",4/6/2011,One NC ,"Closed, $0 Disbursed",1095,1095,100,"$18,528,300 ",$0 ,1
